Content ID,Reaction Type,Datetime,User ID,Content Type,Category,Sentiment,Score
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,09-07-2020 16:47,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,01-08-2020 19:16,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-11-2020 22:46,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11-12-2020 14:08,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-04-2021 23:41,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13-11-2020 00:33,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09-06-2021 10:13,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29-10-2020 19:41,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14-05-2021 12:47,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,04-08-2020 05:40,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,07-08-2020 04:09,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23-10-2020 21:19,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14-11-2020 23:53,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,04-08-2020 19:26,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,negative,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12-11-2020 04:54,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,worried,03-04-2021 12:17,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,want,27-09-2020 22:15,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,heart,27-10-2020 05:45,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,scared,15-10-2020 09:11,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,heart,07-05-2021 09:16,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,hate,16-09-2020 08:39,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29-10-2020 15:38,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,scared,24-05-2021 18:03,e206e31b-5f85-4964-b6ea-d7ee5324def1,video,food,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25-02-2021 20:02,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,02-05-2021 03:45,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28-01-2021 08:49,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15-02-2021 13:06,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,04-11-2020 21:25,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23-06-2020 22:12,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16-02-2021 04:01,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,03-01-2021 08:44,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25-11-2020 12:45,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03-12-2020 16:47,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22-05-2021 21:03,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18-01-2021 13:39,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06-01-2021 00:35,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14-05-2021 14:33,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27-05-2021 15:21,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21-07-2020 02:12,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26-05-2021 06:09,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25-02-2021 03:16,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,07-12-2020 22:50,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24-10-2020 14:06,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,01-09-2020 21:18,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10-05-2021 22:07,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12-02-2021 16:37,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28-04-2021 15:22,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24-01-2021 00:38,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18-03-2021 01:53,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021 07:21,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23-12-2020 04:11,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21-05-2021 07:23,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,28-03-2021 23:25,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16-09-2020 07:33,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08-11-2020 10:53,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06-03-2021 05:23,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13-01-2021 23:35,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,06-09-2020 22:35,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24-06-2020 09:31,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21-01-2021 18:28,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27-02-2021 00:21,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22-08-2020 12:06,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03-08-2020 06:29,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020 06:20,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,want,04-06-2021 04:57,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21-10-2020 09:07,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26-12-2020 19:46,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-03-2021 22:47,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31-03-2021 09:48,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14-06-2021 13:44,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-12-2020 17:04,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11-02-2021 03:51,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07-12-2020 19:07,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28-12-2020 08:31,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-10-2020 05:27,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26-09-2020 18:43,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25-11-2020 13:01,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11-07-2020 05:51,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19-03-2021 16:23,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11-10-2020 18:31,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02-11-2020 20:15,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,want,01-10-2020 03:35,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11-02-2021 20:10,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,07-02-2021 15:59,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17-10-2020 11:46,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,09-08-2020 19:41,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,love,01-02-2021 02:40,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30-01-2021 09:36,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31-03-2021 15:24,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,video,technology,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05-02-2021 17:00,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,video,technology,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19-02-2021 16:29,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,video,technology,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25-07-2020 00:00,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,video,technology,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,adore,13-07-2020 02:38,2bd9c167-e06c-47c1-a978-3403d6724606,photo,soccer,positive,72
